cast,country,Year,Quarter,Month,Day,description,duration,director,listed_in,rating,release_year,show_id,title,type
"Adam Sandler, Jack Nicholson, Marisa Tomei, Luis GuzmÃ¡n, Allen Covert, Lynne Thigpen, Kurt Fuller, Jonathan Loughran, Krista Allen, January Jones, Woody Harrelson, John Turturro, Kevin Nealon",United States,2019,Qtr 4,November,1,"After a gentle businessman is forced to get anger management counseling, his therapist moves in â€“ but turns out to have anger issues of his own.",105 min,Peter Segal,Comedies,PG-13,2003,s523,Anger Management,Movie
"Adam Sandler, Jennifer Aniston, Luke Evans, Gemma Arterton, Adeel Akhtar, Luis Gerardo MÃ©ndez, Dany Boon, Terence Stamp",United States,2019,Qtr 2,June,14,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.",98 min,Kyle Newacheck,Comedies,PG-13,2019,s4290,Murder Mystery,Movie
"Adam Sandler, Jennifer Hudson, Kevin James, Terry Crews, Rob Schneider, Colin Quinn, Nick Swardson, Lamorne Morris, Arsenio Hall, Jamie Gray Hyder",United States,2017,Qtr 2,April,14,"When a hapless but dedicated talent manager signs his first client who actually has talent, his career finally starts to take off.",131 min,Steven Brill,Comedies,TV-14,2017,s5376,Sandy Wexler,Movie
"Adam Sandler, Joey Lauren Adams, Jon Stewart, Cole Sprouse, Dylan Sprouse, Josh Mostel, Leslie Mann, Allen Covert, Rob Schneider, Kristy Swanson",United States,2020,Qtr 4,October,1,"Dumped by his girlfriend because he refuses to accept responsibility, overgrown adolescent Sonny Koufax adopts a 5-year-old to prove he's a grownup.",93 min,Dennis Dugan,Comedies,PG-13,1999,s902,Big Daddy,Movie
"Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson, Lainie Kazan, Ido Mosseri, Rob Schneider, Dave Matthews, Michael Buffer, Charlotte Rae",United States,2019,Qtr 3,September,1,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist will do anything to make his dreams come true.,113 min,Dennis Dugan,"Action & Adventure, Comedies",UR,2008,s7729,You Don't Mess with the Zohan,Movie
"Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff, Henry Winkler, Julie Kavner, Sean Astin, Joseph Castanon, Jonah Hill, Jake Hoffman, Jennifer Coolidge",United States,2020,Qtr 1,January,1,Overworked Michael Newman stumbles on a universal remote control that gives him the power to pause or fast-forward through scenes in his life.,108 min,Frank Coraci,"Comedies, Sci-Fi & Fantasy",PG-13,2006,s1417,Click,Movie
"Adam Sandler, Kathy Bates, Henry Winkler, Fairuza Balk, Jerry Reed, Lawrence Gilliard Jr., Blake Clark, Peter Dante, Jonathan Loughran, Al Whiting",United States,2017,Qtr 1,March,8,A water boy for a college football team has a rage that makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,90 min,Frank Coraci,"Comedies, Sports Movies",PG-13,1998,s6991,The Waterboy,Movie
"Adam Sandler, Keri Russell, Guy Pearce, Russell Brand, Richard Griffiths, Jonathan Pryce, Courteney Cox, Lucy Lawless, Teresa Palmer, Aisha Tyler, Laura Ann Kesling, Jackie Sandler, Lorna Scott, Dana Min Goodman, Andrew Collins, Jonathan Loughran, Jonathan Morgan Heit, Nick Swardson, Tim Herlihy, Billy Tyler, Johntae Lipscomb, Mikey Post, Sebastian Saraceno, Bill Romanowski, Sadie Sandler, Carmen Electra, Allen Covert, Kathryn Joosten, Annalise Basso, Blake Clark, Julia Lea Wolov, Sarah G. Buxton",United States,2019,Qtr 1,March,5,Skeeter's life is turned upside down when the fantastical stories he makes up to entertain his niece and nephew inexplicably turn into reality.,100 min,Adam Shankman,"Children & Family Movies, Comedies",PG,2008,s803,Bedtime Stories,Movie
"Adam Sandler, Kevin James, Julie Bowen, Ray Liotta, Steve Buscemi, Maya Rudolph, Rob Schneider, June Squibb, Kenan Thompson, Tim Meadows, Michael Chiklis, Karan Brar, George Wallace, Paris Berelc, Noah Schnapp, China Anne McClain, Colin Quinn, Kym Whitley, Lavell Crawford, Mikey Day, Jackie Sandler, Sadie Sandler, Sunny Sandler",United States,2020,Qtr 4,October,7,"Hubie's not the most popular guy in Salem, Mass., but when Halloween turns truly spooky, this good-hearted scaredy-cat sets out to keep his town safe.",104 min,Steve Brill,"Comedies, Horror Movies",PG-13,2020,s2856,Hubie Halloween,Movie
"Adam Sandler, LaKeith Stanfield, Kevin Garnett, Julia Fox, Idina Menzel, Eric Bogosian, Judd Hirsch, Abel Tesfaye",United States,2020,Qtr 2,May,25,"With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hopes of staying afloat and alive.",135 min,"Josh Safdie, Benny Safdie","Dramas, Thrillers",R,2019,s7329,Uncut Gems,Movie
"Adam Sandler, Patricia Arquette, Harvey Keitel, Rhys Ifans, Allen Covert, Tommy 'Tiny' Lister, Kevin Nealon, Jon Lovitz, Michael McKean, Quentin Tarantino",United States,2020,Qtr 4,December,1,"The devil sends his sweet son Nicky to Earth to bring back his scheming siblings, who have plans to oust dear old dad from power.",90 min,Steve Brill,Comedies,PG-13,2000,s3667,Little Nicky,Movie
"Adam Sandler, Selena Gomez, Kevin James, Kathryn Hahn, Andy Samberg, David Spade, Steve Buscemi, Fran Drescher, Molly Shannon, Mel Brooks, Keegan-Michael Key",United States,2019,Qtr 1,January,24,"It's love at first sight for Dracula when he meets Ericka, the charming but mysterious captain of the monster cruise that Mavis plans for the family.",97 min,Genndy Tartakovsky,"Children & Family Movies, Comedies",PG,2018,s2830,Hotel Transylvania 3: Summer Vacation,Movie
"Adam Sandler, Terry Crews, Jorge Garcia, Taylor Lautner, Rob Schneider, Luke Wilson, Will Forte, Steve Zahn, Harvey Keitel, Nick Nolte, Jon Lovitz, Whitney Cummings, David Spade, Danny Trejo, Nick Swardson, Blake Shelton, Vanilla Ice, Julia Jones, Saginaw Grant, Lavell Crawford, Steve Buscemi",United States,2015,Qtr 4,December,11,"When his outlaw dad is kidnapped, Tommy â€œWhite Knifeâ€ Stockburn sets off across the West on a rescue mission with five brothers he never knew he had.",120 min,Frank Coraci,"Action & Adventure, Comedies",TV-14,2015,s6820,The Ridiculous 6,Movie
"Adam Sandler, Winona Ryder, Peter Gallagher, Jared Harris, Allen Covert, Erick Avari, John Turturro, Peter Dante, Conchata Ferrell, Steve Buscemi",United States,2020,Qtr 3,August,1,"After inheriting a media empire, humble Longfellow Deeds moves to the Big Apple â€“ where a reporter and a company bigwig are waiting to pounce on him.",97 min,Steve Brill,"Comedies, Romantic Movies",PG-13,2002,s4251,Mr. Deeds,Movie
"Adam Scott, Evangeline Lilly, Bridget Everett, Owen Atlas, Chris D'Elia, Donald Faison, Clancy Brown, Tyler Labine, Kyle Bornheimer, Carla Gallo, Brad Williams, Sally Field",United States,2017,Qtr 3,September,1,"In this horror-comedy, a recently married man who wants to bond with his stepson begins to fear that the boy is a demon.",95 min,Eli Craig,"Comedies, Horror Movies",TV-MA,2017,s3660,Little Evil,Movie
"Adama Niane, StÃ©phane Caillard, Paul Hamy, Eddy Leduc, Hubert Delattre, Matthieu Kacou, Charlotte Geiger, Christopher Fataki","France, Belgium",2020,Qtr 2,May,1,"When he returns from vacation and finds his home occupied by squatters, a family man is caught in a conflict that escalates to terrifying heights.",98 min,Olivier Abbou,"International Movies, Thrillers",TV-MA,2019,s2384,Get In,Movie
"Adarsh Gourav, Manoj Bajpayee, Smita Tambe, Kumud Mishra",India,2018,Qtr 2,April,1,"Following the untimely death of his father, a young man begins to reconnect with his family while uncovering some difficult truths.",103 min,Atanu Mukherjee,"Dramas, Independent Movies, International Movies",TV-MA,2017,s5297,Rukh,Movie
"Addison Timlin, Ally Sheedy, Keith Poulson, Peter Hedges, Barbara Crampton, Kristin Slaysman, Molly Plunk",United States,2017,Qtr 1,January,14,"A former Goth studying to become a nun finds her faith tested when she returns home to visit her brother, who has been disfigured in the Iraq War.",91 min,Zach Clark,"Comedies, Dramas, Independent Movies",NR,2016,s3676,Little Sister,Movie
"Adeel Hussain, Mahira Khan, Sheheryar Munawar, Sonya Jehan, Bushra Ansari, Nimra Bucha, Arshad Mahmud, Jamal Shah",Pakistan,2017,Qtr 3,July,1,"Three friends in modern-day Karachi navigate their post-college lives, while struggling to balance their passion for music with familial obligations.",170 min,Asim Raza,"Dramas, International Movies, Romantic Movies",TV-PG,2015,s2763,Ho Mann Jahaan,Movie
"Adel Imam, Nahed Gabr, Omar El-Hariri, Nazim Sharawy, Badr Nofal, Saeed Tarabeek, Hala Fakher, Samir Waley Eldein, Sami Gawhar, Shawqi Shamekh, Nasr Seif",Egypt,2020,Qtr 2,May,21,"Pressured by cops into testifying as an eyewitness to a neighbor's murder, a children's TV host takes on a new persona after the trial.",157 min,"Muhammad Fadl, Hany Motawie","Comedies, International Movies",TV-PG,1976,s7009,The Witness Who Didn't See Anything,Movie
"Adeniyi Johnson, Tina Mba, Dele Odule, Lilian Esoro, Amaechi Muonagor, Blessing Onwukwe, Dayo Amusa, Kenneth Okolie",Nigeria,2020,Qtr 3,August,18,"When their respective parents oppose their union, a newly engaged couple learns that the reasons for pushback run deeper than just tribal differences.",75 min,Niyi Akinmolayan,"Comedies, Dramas, International Movies",TV-PG,2017,s4017,Meet the In-Laws,Movie
"Adesh Bhardwaj, Rasika Dugal, Joy Fernandes, Ravi Kale, Ishtiyak Khan, Priyanka Kothari, Kali Prasad Mukherjee, Nitin Reddy, Gautam Rode, Howard Rosemeyer",India,2018,Qtr 4,October,1,A film crew shooting in a remote forested location begins losing members one by one to a mysterious entity that they cannot see or hear.,97 min,Ram Gopal Varma,"Horror Movies, International Movies",TV-14,2009,s346,Agyaat,Movie
"Adesua Etomi, Banky Wellington, Richard Mofe-Damijo, Sola Sobowale, Iretiola Doyle, Alibaba Akporobome, Zainab Balogun, Beverly Naya, Enyinna Nwigwe",Nigeria,2017,Qtr 2,April,15,"As their big day arrives, a couple's lavish wedding plans turn into a nightmare of exes, fighting parents and uninvited guests.",101 min,Kemi Adetiba,"Comedies, Dramas, International Movies",TV-14,2016,s6993,The Wedding Party,Movie
"Adesua Etomi, Jim Iyke, Dakore Akande, Marie Humbert, Ayoola Ayolola, Tina Mba, Joke Silva, Kehinde Bankole",Nigeria,2020,Qtr 2,April,22,Manipulation and personal vendettas collide when a con artist hires a young woman to assist with his scheme to marry a wealthy heiress.,105 min,Niyi Akinmolayan,"Dramas, International Movies",TV-MA,2019,s6858,The Set Up,Movie
"Adesua Etomi, O.C. Ukeje, Ireti Doyle, Sola Fosudo, Somkele Iyamah, Lota Chukwu, Gregory Ojefua, Beverly Naya, Bimbo Ademoye, Pius Fatoke",Nigeria,2020,Qtr 1,February,26,An arbitration panel is formed after a company CEO in Nigeria is sued for wrongful dismissal and rape by an employee with whom he had an affair.,101 min,Niyi Akinmolayan,"Dramas, International Movies",TV-MA,2016,s6092,The Arbitration,Movie
"Adhvik Mahajan, Prasad Purandhare, Sakshi Gulati, Zakir Hussain, Amruta Subhash, Kishore Kadam, Sumeet Nijhawan, Upyendra Limaye",India,2019,Qtr 1,March,2,"Following the death of his wife and daughter in a terrorist attack, an ex-Indian army commando agrees to infiltrate a terrorist cell.",116 min,Ram Gopal Varma,"Action & Adventure, Dramas, Independent Movies",TV-14,2008,s1490,Contract,Movie
"Adil Hussain, Mona Singh, K.K. Raina, Sanjay Mishra, Anil Rastogi, Ravi Jhankal, Kulbhushan Kharbanda, Ekavali Khanna, Mukesh Tiwari, Vinod Acharya",India,2019,Qtr 4,December,31,A philandering small-town mechanic's political ambitions are sparked when the visiting prime minister mistakenly grants him special security clearance.,131 min,Chandra Prakash Dwivedi,"Comedies, Dramas, International Movies",TV-MA,2014,s7763,Zed Plus,Movie
"Adil Hussain, Shakil Imtiaz, Mahendra Rabha, Sulakshana Baruah, Rahul Gautam Sarma, Kulada Bhattacharjya, Indu Mohan Das, Moumita Talukdar",India,2018,Qtr 3,September,15,"A successful writer returns to the town that launched his career, encountering people who spark nostalgic, often painfully illuminating flashbacks.",117 min,Santwana Bardoloi,"Dramas, International Movies",TV-14,2017,s23,â€‹Maj Rati â€‹â€‹Keteki,Movie
"Adil Hussain, Tannishtha Chatterjee, Gulnaaz Ansari, Komal Gupta, Esha Amlani, Ashalata Wabgaonkar, Hridaynath Jadhav, Chinmay Kambli, Nandini Bora, Komal Gawade","India, France",2017,Qtr 1,March,15,"While investigating a child kidnapping, a Mumbai police inspector is haunted by a shadowy dream figure and memories of his own abducted daughter.",85 min,Partho Sen-Gupta,"Dramas, Independent Movies, International Movies",TV-MA,2014,s5887,Sunrise,Movie
"Adipati Dolken, Ganindra Bimo, Donny Alamsyah, Vonny Cornellya, Tania Staite, Maurice Bryrne, Kevin Bzezovski Taroreh","Indonesia, United Kingdom",2020,Qtr 3,July,3,"To honor his father, a diligent college graduate takes on the daunting goal of becoming a reporter for an English Premier League soccer club.",89 min,Rako Prijanto,"Dramas, International Movies",TV-MA,2020,s2869,Hunter in the Blue Side of Manchester,Movie
"Adipati Dolken, Mawar de Jongh, Sari Nila, Vonny Cornellya, Clay Gribble, Ivan Leonardy, Sarah Sechan, Jourdy Pranata",Indonesia,2020,Qtr 2,June,28,"As Ayu and Ditto finally transition from best friends to newlyweds, a quick pregnancy creates uncertainty for the future of their young marriage.",104 min,Rako Prijanto,"Dramas, International Movies, Romantic Movies",TV-G,2020,s33,#FriendButMarried 2,Movie
"Adipati Dolken, Vanesha Prescilla, Rendi Jhon, Beby Tsabina, Denira Wiraguna, Refal Hady, Diandra Agatha, Sari Nila",Indonesia,2020,Qtr 2,May,21,"Pining for his high school crush for years, a young man puts up his best efforts to move out of the friend zone until she reveals she's getting married.",102 min,Rako Prijanto,"Dramas, International Movies, Romantic Movies",TV-G,2018,s32,#FriendButMarried,Movie
"Adithya Menon, Kartikeya Gummakonda, Anagha LK",India,2019,Qtr 4,November,15,A pampered but kind-hearted average joe ditches his romancing and peacekeeping ways when heâ€™s framed for a murder he didnâ€™t commit.,143 min,Arjun Jandyala,"Action & Adventure, Dramas, International Movies",TV-MA,2019,s2554,Guna 369,Movie
Aditi Mittal,India,2017,Qtr 3,July,18,"Trailblazing comic Aditi Mittal mixes topical stand-up with frank talk about being single, wearing thongs and the awkwardness of Indian movie ratings.",63 min,Fazila Allana,Stand-Up Comedy,TV-MA,2017,s313,Aditi Mittal: Things They Wouldn't Let Me Say,Movie
"Aditya Roy Kapoor, Katrina Kaif, Tabu, Rahul Bhatt, Lara Dutta, Akshay Oberoi, Aditi Rao Hydari, Ajay Devgn",India,2018,Qtr 3,August,2,A young artist falls for an aristocratic young woman whose bitter mother has trained her in the art of breaking hearts.,124 min,Abhishek Kapoor,"Dramas, International Movies, Romantic Movies",TV-14,2016,s2195,Fitoor,Movie
"AdriÃ¡n Suar, Soledad Villamil, Gabriela Toscano, Alan Sabbagh, DarÃ­o Barassi, Magela Zanotta, Betiana Blum",Argentina,2020,Qtr 3,September,9,Fernando is a family man â€” equally committed to each of his two families. But one wrong turn brings them crashing together.,108 min,Marcos Carnevale,"Comedies, International Movies, Music & Musicals",TV-14,2020,s5686,So Much Love to Give,Movie
"AdriÃ¡n Uribe, Julieth Restrepo, Carlos Manuel Vesga, JosÃ© Sefami, Mary Paz Mata, Alicia Sandoval, Teresa Monroy, Eduardo Ibarrola","Colombia, Mexico",2018,Qtr 2,June,29,"Convinced Mexico will lose the World Cup qualifier without him, a soccer superfan faces an impossible choice when family obligations stand in his way.",89 min,Rodrigo Triana,"Comedies, Dramas, International Movies",TV-14,2018,s4819,Penalty Kick,Movie
"Adrian Grenier, Angela Trimbur, AnnaLynne McCord, Fionnula Flanagan, Matthew Gray Gubler, Ray Santiago, Sally Kirkland, Ezra Buzzington",United States,2017,Qtr 1,February,2,Surprise news that his girlfriend is pregnant sends loutish Owen on an ill-advised trip to reconnect with his twisted sister and sadistic grandmother.,94 min,Richard Bates Jr.,"Comedies, Dramas, Independent Movies",R,2016,s7198,Trash Fire,Movie
"Adrian Ladron, Andoni Gracia, HernÃ¡n Mendoza, Gabino RodrÃ­guez, DarÃ­o T. Pie, Manuel Ojeda","Mexico, Spain",2018,Qtr 2,April,6,"In a violent prison in 1970s Mexico, a young inmate lands a spot on a football team that doubles as an enforcer squad for a corrupt administration.",117 min,"Mitzi Vanessa Arreola, Amir Galvan Cervera","Action & Adventure, Dramas, International Movies",TV-MA,2016,s6058,The 4th Company,Movie
"Adrian Pasdar, Fred Tatasciore, Dee Bradley Baker, Robin Atkin Downes, David Kaye",United States,2014,Qtr 1,February,16,"When scientists join Hulk's gamma energy with Tony Stark's Arc Reactor, the resulting force creates a foe that only the two Marvel heroes can combat.",72 min,"Leo Riley, Eric Radomski","Action & Adventure, Sci-Fi & Fantasy",PG,2013,s3967,Marvel's Iron Man & Hulk: Heroes United,Movie
